study,p,group,t,trial_num,rt,block_duration,stim_duration,correct,correct_response,flanker_middle_direction,flanker_type,flanker_location,cue
3,s3p32,meditation,2,94,717,717,717,true,37,left,congruent,down,double
3,s3p32,meditation,2,95,613,613,613,true,37,left,congruent,down,center
3,s3p32,meditation,2,96,498,498,498,true,37,left,neutral,up,double
3,s3p32,meditation,2,97,579,579,579,true,37,left,congruent,up,center
3,s3p32,meditation,2,98,702,702,702,true,37,left,incongruent,down,double
3,s3p32,meditation,2,99,635,635,635,true,37,left,neutral,down,nocue
3,s3p32,meditation,2,100,450,450,450,true,37,left,neutral,down,spatial
3,s3p32,meditation,2,101,612,612,612,true,39,right,incongruent,down,center
3,s3p32,meditation,2,102,704,704,704,true,39,right,incongruent,down,double
3,s3p32,meditation,2,103,430,430,430,true,37,left,neutral,up,spatial
3,s3p32,meditation,2,104,635,635,635,true,37,left,incongruent,up,nocue
3,s3p32,meditation,2,105,692,692,692,true,39,right,neutral,up,nocue
3,s3p32,meditation,2,106,558,558,558,true,39,right,congruent,up,nocue
3,s3p32,meditation,2,107,477,477,477,true,37,left,incongruent,up,spatial
3,s3p32,meditation,2,108,668,668,668,true,37,left,congruent,up,double
3,s3p32,meditation,2,109,717,717,717,true,37,left,neutral,down,center
3,s3p32,meditation,2,110,575,575,575,true,39,right,incongruent,down,spatial
3,s3p32,meditation,2,111,625,625,625,true,37,left,neutral,down,double
3,s3p32,meditation,2,112,554,554,554,true,37,left,neutral,up,center
3,s3p32,meditation,2,113,571,571,571,true,39,right,congruent,down,double
3,s3p32,meditation,2,114,633,633,633,true,37,left,congruent,down,center
3,s3p32,meditation,2,115,617,617,617,true,39,right,congruent,down,spatial
3,s3p32,meditation,2,116,621,621,621,true,39,right,incongruent,up,spatial
3,s3p32,meditation,2,117,630,630,630,true,37,left,neutral,up,nocue
3,s3p32,meditation,2,118,618,618,618,true,37,left,incongruent,up,double
3,s3p32,meditation,2,119,504,504,504,true,37,left,incongruent,down,spatial
3,s3p32,meditation,2,120,584,584,584,true,37,left,congruent,down,double
3,s3p32,meditation,2,121,623,623,623,true,39,right,incongruent,up,double
3,s3p32,meditation,2,122,532,532,532,true,37,left,congruent,up,spatial
3,s3p32,meditation,2,123,700,700,700,true,37,left,incongruent,down,nocue
3,s3p32,meditation,2,124,613,613,613,true,37,left,congruent,down,spatial
3,s3p32,meditation,2,125,615,615,615,true,39,right,neutral,down,center
3,s3p32,meditation,2,126,823,823,823,true,39,right,neutral,up,double
3,s3p32,meditation,2,127,460,460,460,true,39,right,neutral,up,spatial
3,s3p32,meditation,2,128,548,548,548,true,39,right,neutral,up,center
3,s3p32,meditation,2,129,438,438,438,true,37,left,neutral,up,double
3,s3p32,meditation,2,130,601,601,601,true,39,right,neutral,down,double
3,s3p32,meditation,2,131,467,467,467,true,39,right,neutral,down,spatial
3,s3p32,meditation,2,132,948,948,948,true,39,right,incongruent,down,nocue
3,s3p32,meditation,2,133,758,758,758,true,37,left,congruent,up,nocue
3,s3p32,meditation,2,134,558,558,558,true,39,right,congruent,up,double
3,s3p32,meditation,2,135,672,672,672,true,37,left,incongruent,up,center
3,s3p32,meditation,2,136,753,753,753,true,39,right,incongruent,up,nocue
3,s3p32,meditation,2,137,547,547,547,true,39,right,neutral,down,nocue
3,s3p32,meditation,2,139,536,536,536,true,39,right,congruent,up,spatial
3,s3p32,meditation,2,140,696,696,696,true,39,right,incongruent,up,center
3,s3p32,meditation,2,141,654,654,654,true,39,right,congruent,up,center
3,s3p32,meditation,2,142,696,696,696,true,37,left,incongruent,down,center
3,s3p32,meditation,2,143,625,625,625,true,39,right,congruent,down,center
3,s3p32,meditation,2,144,751,751,751,true,37,left,congruent,down,nocue
3,s3p33,control,2,1,571,571,571,true,37,left,incongruent,down,double
3,s3p33,control,2,2,617,617,617,true,39,right,congruent,down,center
3,s3p33,control,2,3,408,408,408,true,37,left,congruent,up,center
3,s3p33,control,2,4,646,646,646,true,37,left,neutral,down,center
3,s3p33,control,2,5,501,501,501,true,39,right,congruent,up,double
3,s3p33,control,2,6,918,918,918,true,39,right,incongruent,up,center
3,s3p33,control,2,7,537,537,537,true,37,left,incongruent,up,spatial
3,s3p33,control,2,8,557,557,557,true,37,left,incongruent,down,spatial
3,s3p33,control,2,9,793,793,793,true,37,left,congruent,down,double
3,s3p33,control,2,10,721,721,721,true,39,right,neutral,down,nocue
3,s3p33,control,2,11,658,658,658,true,37,left,neutral,down,nocue
3,s3p33,control,2,12,524,524,524,true,37,left,neutral,up,double
3,s3p33,control,2,13,508,508,508,true,37,left,congruent,up,nocue
3,s3p33,control,2,14,581,581,581,true,39,right,neutral,down,double
3,s3p33,control,2,15,520,520,520,true,37,left,neutral,up,spatial
3,s3p33,control,2,16,808,808,808,true,37,left,congruent,down,nocue
3,s3p33,control,2,17,626,626,626,true,39,right,congruent,up,center
3,s3p33,control,2,18,766,766,766,true,39,right,incongruent,down,spatial
3,s3p33,control,2,19,480,480,480,true,39,right,congruent,up,spatial
3,s3p33,control,2,20,515,515,515,true,39,right,neutral,up,double
3,s3p33,control,2,21,667,667,667,true,39,right,incongruent,up,nocue
3,s3p33,control,2,22,679,679,679,true,39,right,neutral,down,spatial
3,s3p33,control,2,23,994,994,994,true,37,left,incongruent,down,nocue
3,s3p33,control,2,24,726,726,726,true,39,right,congruent,up,nocue
3,s3p33,control,2,26,685,685,685,true,39,right,incongruent,up,spatial
3,s3p33,control,2,27,654,654,654,true,37,left,incongruent,up,nocue
3,s3p33,control,2,28,776,776,776,true,37,left,incongruent,down,center
3,s3p33,control,2,29,575,575,575,true,37,left,incongruent,up,double
3,s3p33,control,2,30,636,636,636,true,39,right,incongruent,down,double
3,s3p33,control,2,31,470,470,470,true,39,right,neutral,up,spatial
3,s3p33,control,2,32,491,491,491,true,37,left,congruent,down,spatial
3,s3p33,control,2,33,707,707,707,true,39,right,neutral,up,center
3,s3p33,control,2,34,656,656,656,true,39,right,congruent,down,double
3,s3p33,control,2,35,670,670,670,true,39,right,congruent,down,nocue
3,s3p33,control,2,36,714,714,714,true,37,left,congruent,down,center
3,s3p33,control,2,37,514,514,514,true,39,right,congruent,down,spatial
3,s3p33,control,2,38,640,640,640,true,37,left,incongruent,up,center
3,s3p33,control,2,39,599,599,599,true,37,left,neutral,down,double
3,s3p33,control,2,40,814,814,814,true,39,right,incongruent,up,double
3,s3p33,control,2,41,510,510,510,true,37,left,neutral,down,spatial
3,s3p33,control,2,42,742,742,742,true,39,right,neutral,down,center
3,s3p33,control,2,43,454,454,454,true,37,left,congruent,up,double
3,s3p33,control,2,44,756,756,756,true,39,right,incongruent,down,nocue
3,s3p33,control,2,45,596,596,596,true,39,right,neutral,up,nocue
3,s3p33,control,2,46,473,473,473,true,37,left,congruent,up,spatial
3,s3p33,control,2,47,603,603,603,true,37,left,neutral,up,center
3,s3p33,control,2,48,558,558,558,true,37,left,neutral,up,nocue
3,s3p33,control,2,49,472,472,472,true,37,left,neutral,down,spatial
3,s3p33,control,2,50,598,598,598,true,37,left,incongruent,up,double
3,s3p33,control,2,51,474,474,474,true,39,right,neutral,down,spatial
3,s3p33,control,2,52,494,494,494,true,39,right,congruent,up,double
3,s3p33,control,2,53,589,589,589,true,37,left,congruent,down,nocue
3,s3p33,control,2,54,664,664,664,true,39,right,congruent,up,nocue
3,s3p33,control,2,55,768,768,768,true,37,left,congruent,up,center
3,s3p33,control,2,56,559,559,559,true,39,right,incongruent,up,spatial
3,s3p33,control,2,57,427,427,427,true,37,left,congruent,down,spatial
3,s3p33,control,2,58,470,470,470,true,39,right,neutral,up,center
3,s3p33,control,2,59,760,760,760,true,39,right,neutral,up,spatial
3,s3p33,control,2,60,946,946,946,true,37,left,congruent,up,spatial
3,s3p33,control,2,61,1003,1003,1003,true,39,right,incongruent,down,nocue
3,s3p33,control,2,62,680,680,680,true,37,left,incongruent,down,spatial
3,s3p33,control,2,63,482,482,482,true,37,left,incongruent,up,spatial
3,s3p33,control,2,64,564,564,564,true,39,right,congruent,down,center
3,s3p33,control,2,65,843,843,843,true,39,right,incongruent,down,center
3,s3p33,control,2,66,674,674,674,true,37,left,neutral,down,double
3,s3p33,control,2,67,970,970,970,true,37,left,incongruent,up,center
3,s3p33,control,2,68,694,694,694,true,37,left,incongruent,down,double
3,s3p33,control,2,69,630,630,630,true,39,right,incongruent,up,center
3,s3p33,control,2,70,971,971,971,true,37,left,neutral,down,center
3,s3p33,control,2,71,892,892,892,true,37,left,incongruent,up,nocue
3,s3p33,control,2,72,559,559,559,true,39,right,congruent,up,center
3,s3p33,control,2,73,489,489,489,true,37,left,congruent,down,center
3,s3p33,control,2,74,760,760,760,true,39,right,incongruent,up,double
3,s3p33,control,2,75,503,503,503,true,37,left,neutral,down,nocue
3,s3p33,control,2,76,426,426,426,true,39,right,congruent,up,spatial
3,s3p33,control,2,77,767,767,767,true,39,right,incongruent,down,spatial
3,s3p33,control,2,78,830,830,830,true,39,right,neutral,down,nocue
3,s3p33,control,2,79,749,749,749,true,39,right,neutral,down,double
3,s3p33,control,2,80,625,625,625,true,39,right,incongruent,up,nocue
3,s3p33,control,2,81,630,630,630,true,37,left,neutral,up,center
3,s3p33,control,2,82,637,637,637,true,39,right,neutral,up,double
3,s3p33,control,2,83,602,602,602,true,37,left,congruent,up,double
3,s3p33,control,2,84,711,711,711,true,37,left,congruent,down,double
3,s3p33,control,2,85,415,415,415,true,37,left,neutral,up,spatial
3,s3p33,control,2,86,528,528,528,true,39,right,congruent,down,double
3,s3p33,control,2,87,563,563,563,true,39,right,congruent,down,spatial
3,s3p33,control,2,88,692,692,692,true,37,left,incongruent,down,center
3,s3p33,control,2,89,580,580,580,true,37,left,congruent,up,nocue
3,s3p33,control,2,90,803,803,803,true,39,right,neutral,down,center
3,s3p33,control,2,91,802,802,802,true,39,right,incongruent,down,double
3,s3p33,control,2,92,627,627,627,true,39,right,neutral,up,nocue
3,s3p33,control,2,93,768,768,768,true,37,left,neutral,up,nocue
3,s3p33,control,2,94,701,701,701,true,37,left,incongruent,down,nocue
3,s3p33,control,2,95,715,715,715,true,39,right,congruent,down,nocue
3,s3p33,control,2,96,457,457,457,true,37,left,neutral,up,double
3,s3p33,control,2,97,439,439,439,true,37,left,incongruent,up,double
3,s3p33,control,2,98,498,498,498,true,39,right,neutral,down,double
3,s3p33,control,2,99,598,598,598,true,37,left,neutral,up,nocue
3,s3p33,control,2,100,767,767,767,true,37,left,congruent,up,double
3,s3p33,control,2,101,340,340,340,true,37,left,incongruent,up,spatial
3,s3p33,control,2,102,802,802,802,true,37,left,congruent,down,nocue
3,s3p33,control,2,103,645,645,645,true,39,right,congruent,down,nocue
3,s3p33,control,2,104,538,538,538,true,37,left,congruent,down,spatial
3,s3p33,control,2,105,550,550,550,true,39,right,neutral,up,double
3,s3p33,control,2,106,459,459,459,true,37,left,congruent,up,center
3,s3p33,control,2,107,720,720,720,true,39,right,incongruent,up,nocue
3,s3p33,control,2,108,698,698,698,true,39,right,incongruent,down,double
3,s3p33,control,2,109,423,423,423,true,37,left,neutral,up,center
3,s3p33,control,2,110,573,573,573,true,39,right,incongruent,up,center
3,s3p33,control,2,111,731,731,731,true,39,right,neutral,up,spatial
3,s3p33,control,2,113,745,745,745,true,39,right,incongruent,down,center
3,s3p33,control,2,114,623,623,623,true,37,left,incongruent,down,double
3,s3p33,control,2,115,845,845,845,true,39,right,congruent,up,double
3,s3p33,control,2,116,597,597,597,true,39,right,congruent,up,nocue
3,s3p33,control,2,117,869,869,869,true,37,left,incongruent,up,nocue
3,s3p33,control,2,118,904,904,904,true,39,right,neutral,down,nocue
3,s3p33,control,2,119,687,687,687,true,37,left,neutral,down,nocue
3,s3p33,control,2,120,883,883,883,true,37,left,incongruent,down,nocue
3,s3p33,control,2,121,551,551,551,true,39,right,congruent,down,spatial
3,s3p33,control,2,122,712,712,712,true,39,right,congruent,up,center
3,s3p33,control,2,123,490,490,490,true,37,left,neutral,up,spatial
3,s3p33,control,2,124,522,522,522,true,39,right,congruent,down,center
3,s3p33,control,2,125,525,525,525,true,39,right,congruent,up,spatial
3,s3p33,control,2,126,447,447,447,true,37,left,incongruent,down,spatial
3,s3p33,control,2,127,748,748,748,true,39,right,incongruent,down,spatial
3,s3p33,control,2,128,691,691,691,true,37,left,neutral,down,center
3,s3p33,control,2,129,653,653,653,true,39,right,incongruent,up,double
3,s3p33,control,2,130,570,570,570,true,37,left,incongruent,up,center
3,s3p33,control,2,131,668,668,668,true,39,right,neutral,up,nocue
3,s3p33,control,2,132,451,451,451,true,39,right,neutral,down,spatial
3,s3p33,control,2,133,619,619,619,true,37,left,congruent,down,center
3,s3p33,control,2,134,737,737,737,true,37,left,congruent,down,double
3,s3p33,control,2,135,647,647,647,true,39,right,neutral,down,center
3,s3p33,control,2,136,538,538,538,true,39,right,congruent,down,double
3,s3p33,control,2,137,707,707,707,true,37,left,neutral,down,double
3,s3p33,control,2,138,683,683,683,true,37,left,congruent,up,nocue
3,s3p33,control,2,139,704,704,704,true,39,right,neutral,up,center
3,s3p33,control,2,140,428,428,428,true,37,left,congruent,up,spatial
3,s3p33,control,2,141,620,620,620,true,37,left,neutral,down,spatial
3,s3p33,control,2,142,472,472,472,true,39,right,incongruent,up,spatial
3,s3p33,control,2,143,651,651,651,true,37,left,neutral,up,double
3,s3p33,control,2,144,842,842,842,true,39,right,incongruent,down,nocue
3,s3p34,meditation,2,1,551,551,551,true,37,left,neutral,up,nocue
3,s3p34,meditation,2,2,500,500,500,true,39,right,neutral,up,center
3,s3p34,meditation,2,3,579,579,579,true,37,left,neutral,down,center
3,s3p34,meditation,2,4,758,758,758,true,39,right,neutral,down,nocue
3,s3p34,meditation,2,5,567,567,567,true,39,right,incongruent,up,double
3,s3p34,meditation,2,6,570,570,570,true,39,right,congruent,up,spatial
3,s3p34,meditation,2,7,544,544,544,true,39,right,neutral,down,double
3,s3p34,meditation,2,8,542,542,542,true,37,left,congruent,up,nocue
3,s3p34,meditation,2,9,789,789,789,true,37,left,congruent,down,nocue
3,s3p34,meditation,2,10,680,680,680,true,39,right,incongruent,up,nocue
3,s3p34,meditation,2,11,804,804,804,true,39,right,congruent,down,nocue
3,s3p34,meditation,2,12,629,629,629,true,37,left,incongruent,down,nocue
3,s3p34,meditation,2,13,495,495,495,true,37,left,neutral,up,double
3,s3p34,meditation,2,14,920,920,920,true,39,right,incongruent,down,center
3,s3p34,meditation,2,15,827,827,827,true,39,right,congruent,up,double
3,s3p34,meditation,2,16,482,482,482,true,37,left,congruent,down,spatial
3,s3p34,meditation,2,17,815,815,815,true,37,left,incongruent,up,center
3,s3p34,meditation,2,18,896,896,896,true,39,right,neutral,up,nocue
3,s3p34,meditation,2,19,673,673,673,true,39,right,congruent,up,center
3,s3p34,meditation,2,20,644,644,644,true,37,left,congruent,down,double
3,s3p34,meditation,2,21,701,701,701,true,37,left,congruent,up,double
3,s3p34,meditation,2,22,815,815,815,true,39,right,congruent,down,double
3,s3p34,meditation,2,23,446,446,446,true,39,right,congruent,down,spatial
3,s3p34,meditation,2,24,638,638,638,true,37,left,congruent,up,center
3,s3p34,meditation,2,25,558,558,558,true,37,left,incongruent,down,spatial
3,s3p34,meditation,2,26,711,711,711,true,37,left,neutral,down,nocue
3,s3p34,meditation,2,27,511,511,511,true,39,right,neutral,up,double
3,s3p34,meditation,2,28,879,879,879,true,37,left,neutral,up,center
3,s3p34,meditation,2,29,618,618,618,true,37,left,congruent,down,center
3,s3p34,meditation,2,30,620,620,620,true,37,left,congruent,up,spatial
3,s3p34,meditation,2,31,726,726,726,true,39,right,congruent,up,nocue
3,s3p34,meditation,2,32,729,729,729,true,39,right,neutral,up,spatial
3,s3p34,meditation,2,33,687,687,687,true,39,right,neutral,down,center
3,s3p34,meditation,2,34,676,676,676,true,39,right,incongruent,up,spatial
3,s3p34,meditation,2,35,755,755,755,true,37,left,incongruent,up,nocue
3,s3p34,meditation,2,36,779,779,779,true,39,right,incongruent,down,nocue
3,s3p34,meditation,2,37,556,556,556,true,37,left,incongruent,up,spatial
3,s3p34,meditation,2,38,588,588,588,true,39,right,neutral,down,spatial
3,s3p34,meditation,2,39,514,514,514,true,37,left,neutral,down,spatial
3,s3p34,meditation,2,40,592,592,592,true,37,left,neutral,up,spatial
3,s3p34,meditation,2,41,918,918,918,true,39,right,incongruent,down,double
3,s3p34,meditation,2,42,557,557,557,true,37,left,incongruent,down,center
3,s3p34,meditation,2,43,667,667,667,true,37,left,incongruent,up,double
3,s3p34,meditation,2,44,620,620,620,true,37,left,incongruent,down,double
3,s3p34,meditation,2,45,770,770,770,true,39,right,incongruent,down,spatial
3,s3p34,meditation,2,46,668,668,668,true,39,right,congruent,down,center
3,s3p34,meditation,2,47,560,560,560,true,37,left,neutral,down,double
3,s3p34,meditation,2,48,766,766,766,true,39,right,incongruent,up,center
3,s3p34,meditation,2,49,583,583,583,true,37,left,congruent,down,nocue
3,s3p34,meditation,2,50,602,602,602,true,39,right,congruent,down,center
3,s3p34,meditation,2,51,705,705,705,true,39,right,incongruent,down,center
3,s3p34,meditation,2,52,626,626,626,true,37,left,congruent,up,center
3,s3p34,meditation,2,53,565,565,565,true,37,left,congruent,down,double
3,s3p34,meditation,2,54,549,549,549,true,37,left,neutral,up,nocue
3,s3p34,meditation,2,55,649,649,649,true,39,right,congruent,up,nocue
3,s3p34,meditation,2,56,495,495,495,true,37,left,neutral,up,center
3,s3p34,meditation,2,57,433,433,433,true,37,left,congruent,down,spatial
3,s3p34,meditation,2,58,557,557,557,true,39,right,neutral,up,center
3,s3p34,meditation,2,59,407,407,407,true,37,left,neutral,down,spatial
3,s3p34,meditation,2,60,556,556,556,true,39,right,neutral,up,double
3,s3p34,meditation,2,61,562,562,562,true,37,left,congruent,down,center
3,s3p34,meditation,2,62,415,415,415,true,37,left,neutral,down,double
3,s3p34,meditation,2,63,607,607,607,true,39,right,congruent,down,double
3,s3p34,meditation,2,64,685,685,685,true,39,right,neutral,down,nocue
3,s3p34,meditation,2,65,723,723,723,true,39,right,incongruent,up,double
3,s3p34,meditation,2,66,678,678,678,true,39,right,incongruent,down,double
3,s3p34,meditation,2,67,618,618,618,true,37,left,incongruent,up,spatial
3,s3p34,meditation,2,68,545,545,545,true,37,left,incongruent,up,nocue
3,s3p34,meditation,2,69,520,520,520,true,37,left,neutral,down,center
3,s3p34,meditation,2,70,617,617,617,true,37,left,incongruent,down,spatial
3,s3p34,meditation,2,71,807,807,807,true,39,right,neutral,down,center
3,s3p34,meditation,2,72,757,757,757,true,37,left,neutral,down,nocue
3,s3p34,meditation,2,73,625,625,625,true,39,right,incongruent,down,spatial
3,s3p34,meditation,2,74,721,721,721,true,39,right,congruent,up,center
3,s3p34,meditation,2,75,697,697,697,true,37,left,incongruent,down,nocue
3,s3p34,meditation,2,76,679,679,679,true,37,left,incongruent,down,center
3,s3p34,meditation,2,77,539,539,539,true,39,right,congruent,up,double
3,s3p34,meditation,2,78,627,627,627,true,39,right,neutral,down,double
3,s3p34,meditation,2,79,816,816,816,true,37,left,congruent,up,nocue
3,s3p34,meditation,2,80,495,495,495,true,39,right,neutral,up,spatial
3,s3p34,meditation,2,81,493,493,493,true,39,right,congruent,down,spatial
3,s3p34,meditation,2,82,631,631,631,true,39,right,incongruent,up,nocue
3,s3p34,meditation,2,83,585,585,585,true,39,right,incongruent,down,nocue
3,s3p34,meditation,2,84,805,805,805,true,37,left,neutral,up,double
3,s3p34,meditation,2,85,653,653,653,true,39,right,incongruent,up,spatial
3,s3p34,meditation,2,86,876,876,876,true,37,left,incongruent,up,double
3,s3p34,meditation,2,87,664,664,664,true,39,right,congruent,up,spatial
3,s3p34,meditation,2,88,596,596,596,true,39,right,incongruent,up,center
3,s3p34,meditation,2,89,647,647,647,true,39,right,congruent,down,nocue
3,s3p34,meditation,2,91,627,627,627,true,37,left,congruent,up,spatial
3,s3p34,meditation,2,92,652,652,652,true,39,right,neutral,down,spatial
3,s3p34,meditation,2,93,479,479,479,true,37,left,neutral,up,spatial
3,s3p34,meditation,2,94,756,756,756,true,39,right,neutral,up,nocue
3,s3p34,meditation,2,95,623,623,623,true,37,left,incongruent,down,double
3,s3p34,meditation,2,96,483,483,483,true,37,left,congruent,up,double
3,s3p34,meditation,2,97,477,477,477,true,39,right,neutral,up,center
3,s3p34,meditation,2,98,593,593,593,true,39,right,incongruent,up,center
3,s3p34,meditation,2,99,634,634,634,true,37,left,incongruent,up,nocue
3,s3p34,meditation,2,100,505,505,505,true,39,right,incongruent,up,spatial
3,s3p34,meditation,2,101,855,855,855,true,39,right,incongruent,down,double
3,s3p34,meditation,2,102,627,627,627,true,39,right,neutral,down,nocue
3,s3p34,meditation,2,103,609,609,609,true,39,right,neutral,up,double
3,s3p34,meditation,2,104,414,414,414,true,39,right,congruent,up,spatial
3,s3p34,meditation,2,105,843,843,843,true,37,left,congruent,up,center
3,s3p34,meditation,2,106,930,930,930,true,37,left,neutral,down,center
3,s3p34,meditation,2,107,562,562,562,true,39,right,neutral,up,spatial
3,s3p34,meditation,2,108,918,918,918,true,37,left,neutral,up,spatial
3,s3p34,meditation,2,109,464,464,464,true,37,left,neutral,up,center
3,s3p34,meditation,2,110,903,903,903,true,39,right,congruent,down,double
3,s3p34,meditation,2,111,730,730,730,true,39,right,incongruent,down,center
3,s3p34,meditation,2,112,578,578,578,true,37,left,incongruent,down,double
3,s3p34,meditation,2,113,494,494,494,true,39,right,incongruent,down,spatial
3,s3p34,meditation,2,114,523,523,523,true,37,left,congruent,up,double
3,s3p34,meditation,2,115,400,400,400,true,37,left,neutral,up,double
3,s3p34,meditation,2,116,716,716,716,true,39,right,incongruent,up,double
3,s3p34,meditation,2,117,684,684,684,true,39,right,congruent,up,double
3,s3p34,meditation,2,118,581,581,581,true,37,left,neutral,down,spatial
3,s3p34,meditation,2,119,713,713,713,true,37,left,incongruent,up,spatial
3,s3p34,meditation,2,120,532,532,532,true,39,right,congruent,down,nocue
3,s3p34,meditation,2,121,513,513,513,true,39,right,neutral,down,double
3,s3p34,meditation,2,122,567,567,567,true,39,right,congruent,up,center
3,s3p34,meditation,2,123,725,725,725,true,37,left,congruent,up,nocue
3,s3p34,meditation,2,124,702,702,702,true,37,left,incongruent,down,spatial
3,s3p34,meditation,2,125,597,597,597,true,37,left,incongruent,down,nocue
3,s3p34,meditation,2,126,455,455,455,true,37,left,congruent,up,spatial
3,s3p34,meditation,2,127,677,677,677,true,37,left,congruent,down,spatial
3,s3p34,meditation,2,128,709,709,709,true,39,right,incongruent,up,nocue
3,s3p34,meditation,2,129,646,646,646,true,37,left,neutral,down,nocue
3,s3p34,meditation,2,130,780,780,780,true,39,right,neutral,down,center
3,s3p34,meditation,2,131,700,700,700,true,39,right,congruent,down,center
3,s3p34,meditation,2,132,560,560,560,true,37,left,incongruent,up,center
3,s3p34,meditation,2,133,528,528,528,true,37,left,congruent,down,center
3,s3p34,meditation,2,134,610,610,610,true,39,right,congruent,down,spatial
3,s3p34,meditation,2,135,832,832,832,true,39,right,neutral,down,spatial
3,s3p34,meditation,2,136,857,857,857,true,39,right,neutral,up,nocue
3,s3p34,meditation,2,137,811,811,811,true,39,right,incongruent,down,nocue
3,s3p34,meditation,2,138,611,611,611,true,37,left,congruent,down,double
3,s3p34,meditation,2,139,734,734,734,true,39,right,congruent,up,nocue
3,s3p34,meditation,2,140,621,621,621,true,37,left,congruent,down,nocue
3,s3p34,meditation,2,141,595,595,595,true,37,left,incongruent,down,center
3,s3p34,meditation,2,142,678,678,678,true,37,left,neutral,down,double
3,s3p34,meditation,2,143,707,707,707,true,37,left,neutral,up,nocue
3,s3p34,meditation,2,144,670,670,670,true,37,left,incongruent,up,double
3,s3p35,meditation,2,1,436,436,436,true,39,right,neutral,up,spatial
3,s3p35,meditation,2,2,593,593,593,true,37,left,congruent,up,center
3,s3p35,meditation,2,3,344,344,344,true,37,left,neutral,up,spatial
3,s3p35,meditation,2,4,633,633,633,true,37,left,neutral,down,double
3,s3p35,meditation,2,5,649,649,649,true,39,right,incongruent,up,double
3,s3p35,meditation,2,6,620,620,620,true,37,left,incongruent,up,nocue
3,s3p35,meditation,2,7,542,542,542,true,39,right,neutral,down,center
3,s3p35,meditation,2,8,367,367,367,true,37,left,incongruent,up,spatial
3,s3p35,meditation,2,9,772,772,772,true,37,left,incongruent,down,nocue
3,s3p35,meditation,2,10,520,520,520,true,37,left,incongruent,up,double
3,s3p35,meditation,2,11,539,539,539,true,39,right,neutral,down,nocue
3,s3p35,meditation,2,12,550,550,550,true,37,left,congruent,down,nocue
3,s3p35,meditation,2,13,508,508,508,true,37,left,incongruent,down,spatial
3,s3p35,meditation,2,14,614,614,614,true,37,left,congruent,up,double
3,s3p35,meditation,2,15,813,813,813,true,39,right,incongruent,up,nocue
3,s3p35,meditation,2,16,695,695,695,true,39,right,neutral,up,double
3,s3p35,meditation,2,17,780,780,780,true,39,right,incongruent,down,center
3,s3p35,meditation,2,18,531,531,531,true,39,right,congruent,down,nocue
3,s3p35,meditation,2,19,529,529,529,true,39,right,neutral,up,center
3,s3p35,meditation,2,20,587,587,587,true,39,right,incongruent,down,double
3,s3p35,meditation,2,21,607,607,607,true,39,right,congruent,up,center
3,s3p35,meditation,2,22,756,756,756,true,37,left,incongruent,down,center
3,s3p35,meditation,2,23,417,417,417,true,37,left,neutral,down,spatial
3,s3p35,meditation,2,24,483,483,483,true,37,left,congruent,down,spatial
3,s3p35,meditation,2,26,473,473,473,true,39,right,congruent,up,spatial
3,s3p35,meditation,2,27,716,716,716,true,37,left,congruent,down,center
3,s3p35,meditation,2,28,505,505,505,true,37,left,neutral,down,center
3,s3p35,meditation,2,29,639,639,639,true,39,right,congruent,up,double
3,s3p35,meditation,2,30,604,604,604,true,39,right,incongruent,up,center
3,s3p35,meditation,2,31,497,497,497,true,37,left,neutral,up,nocue
3,s3p35,meditation,2,32,555,555,555,true,39,right,incongruent,up,spatial
3,s3p35,meditation,2,33,441,441,441,true,37,left,neutral,up,center
3,s3p35,meditation,2,34,369,369,369,true,37,left,neutral,up,double
3,s3p35,meditation,2,35,418,418,418,true,37,left,congruent,up,spatial
3,s3p35,meditation,2,36,564,564,564,true,39,right,neutral,up,nocue
3,s3p35,meditation,2,37,540,540,540,true,37,left,congruent,down,double
3,s3p35,meditation,2,38,682,682,682,true,39,right,congruent,down,double
3,s3p35,meditation,2,39,678,678,678,true,39,right,incongruent,down,nocue
3,s3p35,meditation,2,40,482,482,482,true,39,right,neutral,down,spatial
3,s3p35,meditation,2,41,501,501,501,true,39,right,congruent,down,spatial
3,s3p35,meditation,2,42,725,725,725,true,37,left,incongruent,up,center
3,s3p35,meditation,2,43,417,417,417,true,39,right,incongruent,down,spatial
3,s3p35,meditation,2,44,636,636,636,true,37,left,congruent,up,nocue
3,s3p35,meditation,2,45,606,606,606,true,37,left,incongruent,down,double
3,s3p35,meditation,2,46,610,610,610,true,39,right,neutral,down,double
3,s3p35,meditation,2,47,553,553,553,true,39,right,congruent,down,center
3,s3p35,meditation,2,48,571,571,571,true,37,left,neutral,down,nocue
3,s3p35,meditation,2,49,590,590,590,true,37,left,incongruent,down,double
3,s3p35,meditation,2,50,553,553,553,true,37,left,incongruent,up,center
3,s3p35,meditation,2,51,568,568,568,true,37,left,neutral,down,center
3,s3p35,meditation,2,52,664,664,664,true,37,left,incongruent,down,center
3,s3p35,meditation,2,53,560,560,560,true,39,right,neutral,up,double
3,s3p35,meditation,2,54,540,540,540,true,37,left,neutral,up,center
3,s3p35,meditation,2,55,699,699,699,true,39,right,neutral,up,nocue
3,s3p35,meditation,2,56,588,588,588,true,37,left,congruent,down,nocue
3,s3p35,meditation,2,57,744,744,744,true,37,left,congruent,up,center
