"rt","key_press","block_duration","possible_responses","stim_duration","exp_stage","correct","correct_response","flanker_middle_direction","flanker_type","flanker_location","cue","trial_num","p","t","condition","experience","current","breath","group"
607,37,607,"37,39",607,"test","true",37,"left","incongruent","down","nocue",123,"6","2","Meditation","Low","Low","HIgh","FAM"
617,39,617,"37,39",617,"test","true",39,"right","incongruent","down","center",124,"6","2","Meditation","Low","Low","HIgh","FAM"
565,39,565,"37,39",565,"test","true",39,"right","congruent","down","spatial",125,"6","2","Meditation","Low","Low","HIgh","FAM"
513,37,513,"37,39",513,"test","true",37,"left","neutral","up","center",126,"6","2","Meditation","Low","Low","HIgh","FAM"
606,39,606,"37,39",606,"test","true",39,"right","congruent","down","double",127,"6","2","Meditation","Low","Low","HIgh","FAM"
547,37,547,"37,39",547,"test","true",37,"left","congruent","up","center",128,"6","2","Meditation","Low","Low","HIgh","FAM"
793,39,793,"37,39",793,"test","true",39,"right","congruent","down","center",129,"6","2","Meditation","Low","Low","HIgh","FAM"
669,39,669,"37,39",669,"test","true",39,"right","incongruent","down","spatial",130,"6","2","Meditation","Low","Low","HIgh","FAM"
651,37,651,"37,39",651,"test","true",37,"left","congruent","up","nocue",131,"6","2","Meditation","Low","Low","HIgh","FAM"
648,37,648,"37,39",648,"test","true",37,"left","incongruent","up","center",132,"6","2","Meditation","Low","Low","HIgh","FAM"
639,39,639,"37,39",639,"test","true",39,"right","neutral","down","spatial",133,"6","2","Meditation","Low","Low","HIgh","FAM"
578,39,578,"37,39",578,"test","true",39,"right","congruent","up","spatial",134,"6","2","Meditation","Low","Low","HIgh","FAM"
613,39,613,"37,39",613,"test","true",39,"right","neutral","down","center",135,"6","2","Meditation","Low","Low","HIgh","FAM"
531,39,531,"37,39",531,"test","true",39,"right","neutral","down","double",136,"6","2","Meditation","Low","Low","HIgh","FAM"
546,37,546,"37,39",546,"test","true",37,"left","neutral","down","nocue",137,"6","2","Meditation","Low","Low","HIgh","FAM"
551,39,551,"37,39",551,"test","true",39,"right","neutral","up","center",138,"6","2","Meditation","Low","Low","HIgh","FAM"
607,37,607,"37,39",607,"test","true",37,"left","incongruent","down","double",139,"6","2","Meditation","Low","Low","HIgh","FAM"
662,37,662,"37,39",662,"test","true",37,"left","incongruent","down","center",140,"6","2","Meditation","Low","Low","HIgh","FAM"
630,37,630,"37,39",630,"test","true",37,"left","incongruent","up","double",141,"6","2","Meditation","Low","Low","HIgh","FAM"
547,37,547,"37,39",547,"test","true",37,"left","congruent","down","center",142,"6","2","Meditation","Low","Low","HIgh","FAM"
554,37,554,"37,39",554,"test","true",37,"left","neutral","down","double",143,"6","2","Meditation","Low","Low","HIgh","FAM"
838,39,838,"37,39",838,"test","true",39,"right","congruent","up","nocue",144,"6","2","Meditation","Low","Low","HIgh","FAM"
972,39,972,"37,39",972,"test","true",39,"right","neutral","down","double",1,"7","1","Control","High","Medium","Low","Reading"
858,37,858,"37,39",858,"test","true",37,"left","congruent","up","center",2,"7","1","Control","High","Medium","Low","Reading"
845,37,845,"37,39",845,"test","true",37,"left","neutral","up","center",3,"7","1","Control","High","Medium","Low","Reading"
1128,37,1128,"37,39",1128,"test","true",37,"left","incongruent","down","center",4,"7","1","Control","High","Medium","Low","Reading"
669,39,669,"37,39",669,"test","true",39,"right","incongruent","up","spatial",5,"7","1","Control","High","Medium","Low","Reading"
1152,39,1152,"37,39",1152,"test","true",39,"right","congruent","down","center",6,"7","1","Control","High","Medium","Low","Reading"
950,39,950,"37,39",950,"test","true",39,"right","neutral","up","spatial",7,"7","1","Control","High","Medium","Low","Reading"
972,39,972,"37,39",972,"test","true",39,"right","neutral","down","nocue",8,"7","1","Control","High","Medium","Low","Reading"
1128,39,1128,"37,39",1128,"test","true",39,"right","neutral","up","center",9,"7","1","Control","High","Medium","Low","Reading"
915,37,915,"37,39",915,"test","true",37,"left","neutral","up","double",10,"7","1","Control","High","Medium","Low","Reading"
942,39,942,"37,39",942,"test","true",39,"right","congruent","up","double",11,"7","1","Control","High","Medium","Low","Reading"
974,37,974,"37,39",974,"test","true",37,"left","congruent","up","nocue",12,"7","1","Control","High","Medium","Low","Reading"
709,37,709,"37,39",709,"test","true",37,"left","congruent","up","spatial",13,"7","1","Control","High","Medium","Low","Reading"
754,39,754,"37,39",754,"test","true",39,"right","incongruent","up","double",14,"7","1","Control","High","Medium","Low","Reading"
932,37,932,"37,39",932,"test","true",37,"left","congruent","down","center",15,"7","1","Control","High","Medium","Low","Reading"
1030,39,1030,"37,39",1030,"test","true",39,"right","incongruent","down","center",16,"7","1","Control","High","Medium","Low","Reading"
887,37,887,"37,39",887,"test","true",37,"left","incongruent","up","spatial",17,"7","1","Control","High","Medium","Low","Reading"
808,39,808,"37,39",808,"test","true",39,"right","neutral","up","double",18,"7","1","Control","High","Medium","Low","Reading"
780,37,780,"37,39",780,"test","true",37,"left","congruent","up","double",19,"7","1","Control","High","Medium","Low","Reading"
1098,37,1098,"37,39",1098,"test","true",37,"left","neutral","down","double",20,"7","1","Control","High","Medium","Low","Reading"
906,37,906,"37,39",906,"test","true",37,"left","neutral","down","center",21,"7","1","Control","High","Medium","Low","Reading"
1107,37,1107,"37,39",1107,"test","true",37,"left","neutral","up","nocue",22,"7","1","Control","High","Medium","Low","Reading"
892,37,892,"37,39",892,"test","true",37,"left","neutral","down","nocue",23,"7","1","Control","High","Medium","Low","Reading"
747,39,747,"37,39",747,"test","true",39,"right","congruent","down","spatial",24,"7","1","Control","High","Medium","Low","Reading"
1092,39,1092,"37,39",1092,"test","true",39,"right","incongruent","down","nocue",25,"7","1","Control","High","Medium","Low","Reading"
856,39,856,"37,39",856,"test","true",39,"right","congruent","up","nocue",26,"7","1","Control","High","Medium","Low","Reading"
1084,37,1084,"37,39",1084,"test","true",37,"left","incongruent","down","nocue",27,"7","1","Control","High","Medium","Low","Reading"
1019,37,1019,"37,39",1019,"test","true",37,"left","incongruent","down","double",28,"7","1","Control","High","Medium","Low","Reading"
956,37,956,"37,39",956,"test","true",37,"left","incongruent","up","double",29,"7","1","Control","High","Medium","Low","Reading"
864,37,864,"37,39",864,"test","true",37,"left","incongruent","up","nocue",30,"7","1","Control","High","Medium","Low","Reading"
917,39,917,"37,39",917,"test","true",39,"right","congruent","down","double",31,"7","1","Control","High","Medium","Low","Reading"
962,37,962,"37,39",962,"test","true",37,"left","incongruent","down","spatial",32,"7","1","Control","High","Medium","Low","Reading"
780,39,780,"37,39",780,"test","true",39,"right","incongruent","down","spatial",33,"7","1","Control","High","Medium","Low","Reading"
1009,37,1009,"37,39",1009,"test","true",37,"left","incongruent","up","center",34,"7","1","Control","High","Medium","Low","Reading"
772,37,772,"37,39",772,"test","true",37,"left","congruent","down","spatial",35,"7","1","Control","High","Medium","Low","Reading"
977,37,977,"37,39",977,"test","true",37,"left","congruent","down","nocue",36,"7","1","Control","High","Medium","Low","Reading"
853,39,853,"37,39",853,"test","true",39,"right","neutral","up","nocue",37,"7","1","Control","High","Medium","Low","Reading"
926,39,926,"37,39",926,"test","true",39,"right","congruent","up","spatial",38,"7","1","Control","High","Medium","Low","Reading"
1068,39,1068,"37,39",1068,"test","true",39,"right","incongruent","up","nocue",39,"7","1","Control","High","Medium","Low","Reading"
880,39,880,"37,39",880,"test","true",39,"right","congruent","up","center",40,"7","1","Control","High","Medium","Low","Reading"
1144,39,1144,"37,39",1144,"test","true",39,"right","incongruent","down","double",41,"7","1","Control","High","Medium","Low","Reading"
834,37,834,"37,39",834,"test","true",37,"left","neutral","down","spatial",42,"7","1","Control","High","Medium","Low","Reading"
897,39,897,"37,39",897,"test","true",39,"right","neutral","down","center",43,"7","1","Control","High","Medium","Low","Reading"
809,37,809,"37,39",809,"test","true",37,"left","congruent","down","double",44,"7","1","Control","High","Medium","Low","Reading"
1108,39,1108,"37,39",1108,"test","true",39,"right","incongruent","up","center",45,"7","1","Control","High","Medium","Low","Reading"
1108,39,1108,"37,39",1108,"test","true",39,"right","congruent","down","nocue",46,"7","1","Control","High","Medium","Low","Reading"
692,39,692,"37,39",692,"test","true",39,"right","neutral","down","spatial",47,"7","1","Control","High","Medium","Low","Reading"
638,37,638,"37,39",638,"test","true",37,"left","neutral","up","spatial",48,"7","1","Control","High","Medium","Low","Reading"
809,39,809,"37,39",809,"test","true",39,"right","neutral","up","spatial",49,"7","1","Control","High","Medium","Low","Reading"
935,39,935,"37,39",935,"test","true",39,"right","congruent","down","double",50,"7","1","Control","High","Medium","Low","Reading"
671,37,671,"37,39",671,"test","true",37,"left","neutral","down","center",51,"7","1","Control","High","Medium","Low","Reading"
949,39,949,"37,39",949,"test","true",39,"right","incongruent","up","center",52,"7","1","Control","High","Medium","Low","Reading"
898,39,898,"37,39",898,"test","true",39,"right","congruent","up","double",53,"7","1","Control","High","Medium","Low","Reading"
1019,39,1019,"37,39",1019,"test","true",39,"right","incongruent","down","nocue",54,"7","1","Control","High","Medium","Low","Reading"
779,37,779,"37,39",779,"test","true",37,"left","congruent","down","double",55,"7","1","Control","High","Medium","Low","Reading"
846,39,846,"37,39",846,"test","true",39,"right","neutral","up","nocue",56,"7","1","Control","High","Medium","Low","Reading"
1186,39,1186,"37,39",1186,"test","true",39,"right","incongruent","down","double",57,"7","1","Control","High","Medium","Low","Reading"
759,37,759,"37,39",759,"test","true",37,"left","neutral","down","spatial",58,"7","1","Control","High","Medium","Low","Reading"
755,37,755,"37,39",755,"test","true",37,"left","incongruent","down","spatial",59,"7","1","Control","High","Medium","Low","Reading"
909,39,909,"37,39",909,"test","true",39,"right","neutral","up","center",60,"7","1","Control","High","Medium","Low","Reading"
866,37,866,"37,39",866,"test","true",37,"left","neutral","up","spatial",61,"7","1","Control","High","Medium","Low","Reading"
982,37,982,"37,39",982,"test","true",37,"left","congruent","up","double",62,"7","1","Control","High","Medium","Low","Reading"
808,39,808,"37,39",808,"test","true",39,"right","congruent","down","center",63,"7","1","Control","High","Medium","Low","Reading"
859,37,859,"37,39",859,"test","true",37,"left","incongruent","up","spatial",65,"7","1","Control","High","Medium","Low","Reading"
855,39,855,"37,39",855,"test","true",39,"right","incongruent","up","double",66,"7","1","Control","High","Medium","Low","Reading"
723,37,723,"37,39",723,"test","true",37,"left","congruent","up","center",67,"7","1","Control","High","Medium","Low","Reading"
868,39,868,"37,39",868,"test","true",39,"right","incongruent","up","spatial",68,"7","1","Control","High","Medium","Low","Reading"
1082,39,1082,"37,39",1082,"test","true",39,"right","incongruent","down","spatial",69,"7","1","Control","High","Medium","Low","Reading"
786,37,786,"37,39",786,"test","true",37,"left","neutral","up","center",70,"7","1","Control","High","Medium","Low","Reading"
971,39,971,"37,39",971,"test","true",39,"right","neutral","down","center",71,"7","1","Control","High","Medium","Low","Reading"
810,37,810,"37,39",810,"test","true",37,"left","neutral","up","double",72,"7","1","Control","High","Medium","Low","Reading"
924,39,924,"37,39",924,"test","true",39,"right","congruent","up","nocue",73,"7","1","Control","High","Medium","Low","Reading"
836,37,836,"37,39",836,"test","true",37,"left","congruent","up","nocue",74,"7","1","Control","High","Medium","Low","Reading"
1040,37,1040,"37,39",1040,"test","true",37,"left","incongruent","up","nocue",75,"7","1","Control","High","Medium","Low","Reading"
1103,39,1103,"37,39",1103,"test","true",39,"right","incongruent","up","nocue",76,"7","1","Control","High","Medium","Low","Reading"
970,39,970,"37,39",970,"test","true",39,"right","neutral","down","double",77,"7","1","Control","High","Medium","Low","Reading"
841,37,841,"37,39",841,"test","true",37,"left","neutral","up","nocue",78,"7","1","Control","High","Medium","Low","Reading"
921,39,921,"37,39",921,"test","true",39,"right","incongruent","down","center",79,"7","1","Control","High","Medium","Low","Reading"
788,39,788,"37,39",788,"test","true",39,"right","neutral","down","spatial",80,"7","1","Control","High","Medium","Low","Reading"
731,39,731,"37,39",731,"test","true",39,"right","congruent","up","spatial",81,"7","1","Control","High","Medium","Low","Reading"
816,39,816,"37,39",816,"test","true",39,"right","neutral","up","double",82,"7","1","Control","High","Medium","Low","Reading"
877,37,877,"37,39",877,"test","true",37,"left","congruent","up","spatial",83,"7","1","Control","High","Medium","Low","Reading"
1060,37,1060,"37,39",1060,"test","true",37,"left","incongruent","up","center",84,"7","1","Control","High","Medium","Low","Reading"
1018,37,1018,"37,39",1018,"test","true",37,"left","incongruent","down","center",85,"7","1","Control","High","Medium","Low","Reading"
912,39,912,"37,39",912,"test","true",39,"right","congruent","down","nocue",86,"7","1","Control","High","Medium","Low","Reading"
860,39,860,"37,39",860,"test","true",39,"right","congruent","down","spatial",87,"7","1","Control","High","Medium","Low","Reading"
977,37,977,"37,39",977,"test","true",37,"left","congruent","down","nocue",88,"7","1","Control","High","Medium","Low","Reading"
820,37,820,"37,39",820,"test","true",37,"left","neutral","down","double",89,"7","1","Control","High","Medium","Low","Reading"
926,39,926,"37,39",926,"test","true",39,"right","neutral","down","nocue",90,"7","1","Control","High","Medium","Low","Reading"
976,37,976,"37,39",976,"test","true",37,"left","incongruent","down","nocue",91,"7","1","Control","High","Medium","Low","Reading"
738,37,738,"37,39",738,"test","true",37,"left","congruent","down","center",92,"7","1","Control","High","Medium","Low","Reading"
839,39,839,"37,39",839,"test","true",39,"right","congruent","up","center",93,"7","1","Control","High","Medium","Low","Reading"
805,37,805,"37,39",805,"test","true",37,"left","incongruent","down","double",94,"7","1","Control","High","Medium","Low","Reading"
1000,37,1000,"37,39",1000,"test","true",37,"left","neutral","down","nocue",95,"7","1","Control","High","Medium","Low","Reading"
707,37,707,"37,39",707,"test","true",37,"left","congruent","down","spatial",96,"7","1","Control","High","Medium","Low","Reading"
833,37,833,"37,39",833,"test","true",37,"left","congruent","down","center",97,"7","1","Control","High","Medium","Low","Reading"
719,39,719,"37,39",719,"test","true",39,"right","neutral","down","spatial",98,"7","1","Control","High","Medium","Low","Reading"
771,37,771,"37,39",771,"test","true",37,"left","neutral","down","nocue",99,"7","1","Control","High","Medium","Low","Reading"
1066,37,1066,"37,39",1066,"test","true",37,"left","incongruent","down","double",100,"7","1","Control","High","Medium","Low","Reading"
792,37,792,"37,39",792,"test","true",37,"left","congruent","up","double",101,"7","1","Control","High","Medium","Low","Reading"
728,39,728,"37,39",728,"test","true",39,"right","congruent","down","spatial",102,"7","1","Control","High","Medium","Low","Reading"
835,39,835,"37,39",835,"test","true",39,"right","neutral","down","nocue",103,"7","1","Control","High","Medium","Low","Reading"
807,37,807,"37,39",807,"test","true",37,"left","incongruent","up","spatial",104,"7","1","Control","High","Medium","Low","Reading"
771,37,771,"37,39",771,"test","true",37,"left","neutral","down","center",105,"7","1","Control","High","Medium","Low","Reading"
676,37,676,"37,39",676,"test","true",37,"left","neutral","up","spatial",106,"7","1","Control","High","Medium","Low","Reading"
963,37,963,"37,39",963,"test","true",37,"left","incongruent","down","spatial",107,"7","1","Control","High","Medium","Low","Reading"
1020,37,1020,"37,39",1020,"test","true",37,"left","congruent","down","double",108,"7","1","Control","High","Medium","Low","Reading"
857,39,857,"37,39",857,"test","true",39,"right","neutral","down","double",109,"7","1","Control","High","Medium","Low","Reading"
1046,37,1046,"37,39",1046,"test","true",37,"left","incongruent","up","center",110,"7","1","Control","High","Medium","Low","Reading"
962,39,962,"37,39",962,"test","true",39,"right","congruent","up","nocue",112,"7","1","Control","High","Medium","Low","Reading"
748,37,748,"37,39",748,"test","true",37,"left","congruent","down","nocue",113,"7","1","Control","High","Medium","Low","Reading"
749,39,749,"37,39",749,"test","true",39,"right","neutral","up","center",114,"7","1","Control","High","Medium","Low","Reading"
764,39,764,"37,39",764,"test","true",39,"right","neutral","up","double",116,"7","1","Control","High","Medium","Low","Reading"
706,37,706,"37,39",706,"test","true",37,"left","neutral","up","nocue",117,"7","1","Control","High","Medium","Low","Reading"
791,39,791,"37,39",791,"test","true",39,"right","neutral","down","center",118,"7","1","Control","High","Medium","Low","Reading"
1078,39,1078,"37,39",1078,"test","true",39,"right","incongruent","down","double",119,"7","1","Control","High","Medium","Low","Reading"
606,37,606,"37,39",606,"test","true",37,"left","congruent","up","spatial",120,"7","1","Control","High","Medium","Low","Reading"
688,39,688,"37,39",688,"test","true",39,"right","congruent","up","double",121,"7","1","Control","High","Medium","Low","Reading"
731,37,731,"37,39",731,"test","true",37,"left","congruent","up","nocue",122,"7","1","Control","High","Medium","Low","Reading"
654,37,654,"37,39",654,"test","true",37,"left","neutral","down","spatial",123,"7","1","Control","High","Medium","Low","Reading"
791,37,791,"37,39",791,"test","true",37,"left","incongruent","up","nocue",124,"7","1","Control","High","Medium","Low","Reading"
705,37,705,"37,39",705,"test","true",37,"left","neutral","up","double",125,"7","1","Control","High","Medium","Low","Reading"
1152,37,1152,"37,39",1152,"test","true",37,"left","incongruent","down","center",126,"7","1","Control","High","Medium","Low","Reading"
727,37,727,"37,39",727,"test","true",37,"left","congruent","down","spatial",127,"7","1","Control","High","Medium","Low","Reading"
938,37,938,"37,39",938,"test","true",37,"left","incongruent","up","double",128,"7","1","Control","High","Medium","Low","Reading"
828,39,828,"37,39",828,"test","true",39,"right","congruent","up","center",129,"7","1","Control","High","Medium","Low","Reading"
851,39,851,"37,39",851,"test","true",39,"right","incongruent","down","spatial",130,"7","1","Control","High","Medium","Low","Reading"
709,39,709,"37,39",709,"test","true",39,"right","neutral","up","nocue",131,"7","1","Control","High","Medium","Low","Reading"
840,39,840,"37,39",840,"test","true",39,"right","incongruent","up","center",132,"7","1","Control","High","Medium","Low","Reading"
993,39,993,"37,39",993,"test","true",39,"right","incongruent","down","nocue",133,"7","1","Control","High","Medium","Low","Reading"
936,39,936,"37,39",936,"test","true",39,"right","congruent","down","nocue",134,"7","1","Control","High","Medium","Low","Reading"
796,39,796,"37,39",796,"test","true",39,"right","incongruent","up","spatial",135,"7","1","Control","High","Medium","Low","Reading"
776,37,776,"37,39",776,"test","true",37,"left","neutral","up","center",136,"7","1","Control","High","Medium","Low","Reading"
866,39,866,"37,39",866,"test","true",39,"right","congruent","down","center",137,"7","1","Control","High","Medium","Low","Reading"
746,39,746,"37,39",746,"test","true",39,"right","neutral","up","spatial",138,"7","1","Control","High","Medium","Low","Reading"
771,37,771,"37,39",771,"test","true",37,"left","neutral","down","double",139,"7","1","Control","High","Medium","Low","Reading"
835,39,835,"37,39",835,"test","true",39,"right","congruent","up","spatial",140,"7","1","Control","High","Medium","Low","Reading"
947,39,947,"37,39",947,"test","true",39,"right","incongruent","up","double",141,"7","1","Control","High","Medium","Low","Reading"
876,39,876,"37,39",876,"test","true",39,"right","congruent","down","double",142,"7","1","Control","High","Medium","Low","Reading"
1002,37,1002,"37,39",1002,"test","true",37,"left","incongruent","down","nocue",143,"7","1","Control","High","Medium","Low","Reading"
923,37,923,"37,39",923,"test","true",37,"left","congruent","up","center",144,"7","1","Control","High","Medium","Low","Reading"
771,39,771,"37,39",771,"test","true",39,"right","congruent","up","spatial",1,"7","2","Control","High","Medium","Low","Reading"
1191,39,1191,"37,39",1191,"test","true",39,"right","incongruent","down","nocue",2,"7","2","Control","High","Medium","Low","Reading"
933,37,933,"37,39",933,"test","true",37,"left","incongruent","up","center",3,"7","2","Control","High","Medium","Low","Reading"
552,39,552,"37,39",552,"test","true",39,"right","neutral","up","spatial",4,"7","2","Control","High","Medium","Low","Reading"
929,39,929,"37,39",929,"test","true",39,"right","congruent","down","nocue",5,"7","2","Control","High","Medium","Low","Reading"
800,39,800,"37,39",800,"test","true",39,"right","congruent","down","double",6,"7","2","Control","High","Medium","Low","Reading"
891,39,891,"37,39",891,"test","true",39,"right","incongruent","down","spatial",7,"7","2","Control","High","Medium","Low","Reading"
829,39,829,"37,39",829,"test","true",39,"right","incongruent","down","double",8,"7","2","Control","High","Medium","Low","Reading"
830,39,830,"37,39",830,"test","true",39,"right","neutral","down","spatial",9,"7","2","Control","High","Medium","Low","Reading"
663,37,663,"37,39",663,"test","true",37,"left","neutral","up","double",10,"7","2","Control","High","Medium","Low","Reading"
717,37,717,"37,39",717,"test","true",37,"left","neutral","down","double",11,"7","2","Control","High","Medium","Low","Reading"
911,37,911,"37,39",911,"test","true",37,"left","congruent","up","center",12,"7","2","Control","High","Medium","Low","Reading"
845,39,845,"37,39",845,"test","true",39,"right","neutral","down","double",13,"7","2","Control","High","Medium","Low","Reading"
730,37,730,"37,39",730,"test","true",37,"left","incongruent","up","spatial",14,"7","2","Control","High","Medium","Low","Reading"
895,37,895,"37,39",895,"test","true",37,"left","incongruent","down","double",15,"7","2","Control","High","Medium","Low","Reading"
908,37,908,"37,39",908,"test","true",37,"left","incongruent","down","center",16,"7","2","Control","High","Medium","Low","Reading"
634,37,634,"37,39",634,"test","true",37,"left","neutral","down","spatial",17,"7","2","Control","High","Medium","Low","Reading"
649,37,649,"37,39",649,"test","true",37,"left","congruent","down","spatial",18,"7","2","Control","High","Medium","Low","Reading"
977,39,977,"37,39",977,"test","true",39,"right","congruent","up","double",19,"7","2","Control","High","Medium","Low","Reading"
894,39,894,"37,39",894,"test","true",39,"right","neutral","up","center",20,"7","2","Control","High","Medium","Low","Reading"
889,37,889,"37,39",889,"test","true",37,"left","incongruent","up","nocue",21,"7","2","Control","High","Medium","Low","Reading"
654,37,654,"37,39",654,"test","true",37,"left","neutral","up","center",22,"7","2","Control","High","Medium","Low","Reading"
711,37,711,"37,39",711,"test","true",37,"left","incongruent","up","double",23,"7","2","Control","High","Medium","Low","Reading"
935,39,935,"37,39",935,"test","true",39,"right","incongruent","down","center",24,"7","2","Control","High","Medium","Low","Reading"
710,37,710,"37,39",710,"test","true",37,"left","congruent","down","center",25,"7","2","Control","High","Medium","Low","Reading"
657,39,657,"37,39",657,"test","true",39,"right","congruent","down","spatial",26,"7","2","Control","High","Medium","Low","Reading"
666,37,666,"37,39",666,"test","true",37,"left","congruent","up","double",27,"7","2","Control","High","Medium","Low","Reading"
808,37,808,"37,39",808,"test","true",37,"left","neutral","up","nocue",28,"7","2","Control","High","Medium","Low","Reading"
708,39,708,"37,39",708,"test","true",39,"right","neutral","up","double",29,"7","2","Control","High","Medium","Low","Reading"
709,39,709,"37,39",709,"test","true",39,"right","neutral","up","nocue",30,"7","2","Control","High","Medium","Low","Reading"
688,37,688,"37,39",688,"test","true",37,"left","congruent","down","nocue",31,"7","2","Control","High","Medium","Low","Reading"
695,37,695,"37,39",695,"test","true",37,"left","incongruent","down","spatial",32,"7","2","Control","High","Medium","Low","Reading"
898,37,898,"37,39",898,"test","true",37,"left","congruent","down","double",33,"7","2","Control","High","Medium","Low","Reading"
744,37,744,"37,39",744,"test","true",37,"left","neutral","down","nocue",34,"7","2","Control","High","Medium","Low","Reading"
767,39,767,"37,39",767,"test","true",39,"right","congruent","down","center",35,"7","2","Control","High","Medium","Low","Reading"
783,39,783,"37,39",783,"test","true",39,"right","incongruent","up","spatial",36,"7","2","Control","High","Medium","Low","Reading"
613,37,613,"37,39",613,"test","true",37,"left","congruent","up","spatial",37,"7","2","Control","High","Medium","Low","Reading"
579,37,579,"37,39",579,"test","true",37,"left","neutral","up","spatial",38,"7","2","Control","High","Medium","Low","Reading"
901,39,901,"37,39",901,"test","true",39,"right","incongruent","up","center",39,"7","2","Control","High","Medium","Low","Reading"
771,37,771,"37,39",771,"test","true",37,"left","congruent","up","nocue",40,"7","2","Control","High","Medium","Low","Reading"
780,39,780,"37,39",780,"test","true",39,"right","congruent","up","nocue",42,"7","2","Control","High","Medium","Low","Reading"
739,37,739,"37,39",739,"test","true",37,"left","neutral","down","center",43,"7","2","Control","High","Medium","Low","Reading"
794,39,794,"37,39",794,"test","true",39,"right","neutral","down","nocue",44,"7","2","Control","High","Medium","Low","Reading"
917,39,917,"37,39",917,"test","true",39,"right","incongruent","up","nocue",45,"7","2","Control","High","Medium","Low","Reading"
733,39,733,"37,39",733,"test","true",39,"right","neutral","down","center",46,"7","2","Control","High","Medium","Low","Reading"
722,39,722,"37,39",722,"test","true",39,"right","congruent","up","center",47,"7","2","Control","High","Medium","Low","Reading"
793,39,793,"37,39",793,"test","true",39,"right","incongruent","up","double",48,"7","2","Control","High","Medium","Low","Reading"
694,39,694,"37,39",694,"test","true",39,"right","congruent","up","center",49,"7","2","Control","High","Medium","Low","Reading"
606,37,606,"37,39",606,"test","true",37,"left","incongruent","up","spatial",50,"7","2","Control","High","Medium","Low","Reading"
861,37,861,"37,39",861,"test","true",37,"left","congruent","down","double",51,"7","2","Control","High","Medium","Low","Reading"
596,39,596,"37,39",596,"test","true",39,"right","congruent","down","spatial",52,"7","2","Control","High","Medium","Low","Reading"
723,39,723,"37,39",723,"test","true",39,"right","congruent","down","center",53,"7","2","Control","High","Medium","Low","Reading"
982,39,982,"37,39",982,"test","true",39,"right","incongruent","down","nocue",54,"7","2","Control","High","Medium","Low","Reading"
799,39,799,"37,39",799,"test","true",39,"right","neutral","up","double",55,"7","2","Control","High","Medium","Low","Reading"
665,39,665,"37,39",665,"test","true",39,"right","neutral","up","spatial",56,"7","2","Control","High","Medium","Low","Reading"
908,37,908,"37,39",908,"test","true",37,"left","neutral","up","double",57,"7","2","Control","High","Medium","Low","Reading"
707,39,707,"37,39",707,"test","true",39,"right","neutral","down","spatial",58,"7","2","Control","High","Medium","Low","Reading"
755,37,755,"37,39",755,"test","true",37,"left","neutral","down","center",59,"7","2","Control","High","Medium","Low","Reading"
785,39,785,"37,39",785,"test","true",39,"right","congruent","down","nocue",60,"7","2","Control","High","Medium","Low","Reading"
629,37,629,"37,39",629,"test","true",37,"left","neutral","up","spatial",61,"7","2","Control","High","Medium","Low","Reading"
602,37,602,"37,39",602,"test","true",37,"left","neutral","down","spatial",62,"7","2","Control","High","Medium","Low","Reading"
774,39,774,"37,39",774,"test","true",39,"right","congruent","down","double",63,"7","2","Control","High","Medium","Low","Reading"
796,37,796,"37,39",796,"test","true",37,"left","congruent","up","double",64,"7","2","Control","High","Medium","Low","Reading"
803,39,803,"37,39",803,"test","true",39,"right","neutral","down","nocue",65,"7","2","Control","High","Medium","Low","Reading"
713,37,713,"37,39",713,"test","true",37,"left","congruent","up","spatial",66,"7","2","Control","High","Medium","Low","Reading"
646,37,646,"37,39",646,"test","true",37,"left","congruent","down","spatial",67,"7","2","Control","High","Medium","Low","Reading"
1094,37,1094,"37,39",1094,"test","true",37,"left","incongruent","down","double",68,"7","2","Control","High","Medium","Low","Reading"
734,37,734,"37,39",734,"test","true",37,"left","congruent","up","nocue",69,"7","2","Control","High","Medium","Low","Reading"
753,37,753,"37,39",753,"test","true",37,"left","incongruent","up","double",70,"7","2","Control","High","Medium","Low","Reading"
1190,37,1190,"37,39",1190,"test","true",37,"left","incongruent","down","center",71,"7","2","Control","High","Medium","Low","Reading"
809,39,809,"37,39",809,"test","true",39,"right","congruent","up","nocue",72,"7","2","Control","High","Medium","Low","Reading"
809,37,809,"37,39",809,"test","true",37,"left","incongruent","up","nocue",73,"7","2","Control","High","Medium","Low","Reading"
793,39,793,"37,39",793,"test","true",39,"right","incongruent","up","spatial",74,"7","2","Control","High","Medium","Low","Reading"
929,37,929,"37,39",929,"test","true",37,"left","incongruent","down","nocue",75,"7","2","Control","High","Medium","Low","Reading"
1007,37,1007,"37,39",1007,"test","true",37,"left","incongruent","up","center",76,"7","2","Control","High","Medium","Low","Reading"
1058,37,1058,"37,39",1058,"test","true",37,"left","congruent","down","nocue",77,"7","2","Control","High","Medium","Low","Reading"
877,37,877,"37,39",877,"test","true",37,"left","congruent","down","center",78,"7","2","Control","High","Medium","Low","Reading"
931,39,931,"37,39",931,"test","true",39,"right","incongruent","down","double",79,"7","2","Control","High","Medium","Low","Reading"
948,37,948,"37,39",948,"test","true",37,"left","neutral","down","double",80,"7","2","Control","High","Medium","Low","Reading"
1088,39,1088,"37,39",1088,"test","true",39,"right","incongruent","up","nocue",81,"7","2","Control","High","Medium","Low","Reading"
